label	url	license	creator	title	page
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/09ODtcz7ud09EfmONL6m/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/09a497qMoMJ7b6qArbcV/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/09wDQ786REGbTdoJof4a/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0A46JP9DAkXeJa6A1qNh/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0AFIBCR8njl1i9bxALJL/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0AhLOFLoUKd1SxFn0TZw/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0Bly05I8Hd4G396A7wDJ/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0EL48xq6lfTUxDOnZl6L/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0EdGQSINelfvuFoUNwKJ/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0F0COnPmLX90bU1iPbK2/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0F9WoeUFFblzNl25bbWC/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0H8WSMDrbhWbYHuSWNpo/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0HUpbxqkwc5BbdvjvmnI/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0I9lDQKvdd6qrXJiysMl/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0IFyUUagNSwphKrcowYF/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0In4Lb2fHGFJwIrzo2Yx/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0JW2ESut3XYbiZSoYOmS/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0Jf5fsSMPUfIb3KsTT1l/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0JreUsB4o9OlR9jTwe8p/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0JzgUNW0ArBEDCHU7h5L/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0KDKj2p1Bsj7YLl6qxCc/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0KQLbfwv3NmqUayeEWUo/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0KpDaesN9DuIgTZqXpbs/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0KrtCWZQR9Wu0nR3szzh/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0L1rPkYFZmyqpyI7Zr5F/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0LSFGt7wU24oMtCrGyUF/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0MupnRqzyQAADXDbmiPo/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0ObB5EC0vpAFbPIfr4ZU/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0PhVBOeDgU2iBngn8xN4/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0QPDxgYY0uahu3Tieq65/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0SKB8kVY0NXjaBe6vsx6/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0UBAesfEKmjasLydtKFn/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0UlBFHV2AicNFpCr7dhZ/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0V9AXfiKqmbJnD8CHp9u/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0Vp8HgnfDa3hqV5LN7FS/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0X8EO6zI5AofTIN8bgdj/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0XdjU0X5IQgxe81u85qf/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0YIlKP9rSzlvpBbtmRRj/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0YtygyCQDQhtKbiecf4v/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0aD7yBTLU7ay2CpWMaQg/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0avzYWmNDVStoJvkSbDg/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0bBEM4gBcI5jU7yNMTqY/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0bVhM4Q4mtZca371cbIM/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0bhnvvsiWsF2K3Y5GCzJ/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0bngeahPsaotfLrShK9a/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0cSqfBHsgt29WJH8IaUi/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0cmROwhlQjNdWdfQ5wjC/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0dAhbB4g2pQC3dpvURXn/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0ebEf22DbnHRj9REyhaR/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0f45AqCmcffq9ZqBA0Ub/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0fKUOYJuR9LkB5rMnoBm/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0fcmK5j1cvkYLaOLJUAO/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0gXzI5w16MBevcady4ht/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0gYi3Wa858ixCbq9zHTH/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0hlbEwMmSduQKrX4dLas/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0i1JTWxkWeDN4Hmw4WHE/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0ijoxSJTU0VqkSldtNSJ/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0it6UTeaoYYc6QAM8byZ/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0jJ2lZdLVkhclaKrsz0e/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0jNtkT0XUr7okBeZpmTg/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0kPl5tllu4yJDGu0yi8Z/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0kuUVMRugvrTRDL9Zd2O/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0lJRUlKoF4kjq8cmLlMK/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0lWNKcxf2SXOCd3xYSgK/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0m5EW6oB4bps2NOZoZoK/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0mJRTzg6n1gtokR5TzIK/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0nbeRK2fPgAy4XkbCtKH/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0oidwmJd83bHd3mteFYi/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0oyk2oEaTDymoGoo0FTK/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0pJPKKPUTKNxVrV32DB1/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0pl9udUqX7ZKz5GFmhRr/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0q1Sk6PnJTmNerINvd1t/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0rG8nBHQnifZ7p1jwmRA/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0rODbIbJuKYfZ70zsa2F/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0rQGrtMd7viyfhxTqT0n/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/OJPtv0zEXuagVZdJUQWbwHRvwMH3/0stlajV6eOksVu2Epu5P/original.jpg	CC BY 4.0	SpaghettiDetect	3D printing flaws	https://universe.roboflow.com/spaghettidetect/3d-printing-flaws
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/033cJ9CGUAiykU7dj4je/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/04zJks6EuLkVMfn4HRUb/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/07ynJ727TIWUe2fDo7Ln/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0APlCX5cLiBSvyoYJ8cF/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0GtejC6zrj2MaZNRHruV/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0H7ng0RI2pbpAM0Z24hs/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0NyCDG28nmHDWEmu1nu5/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0O75f303hVE0HFiBWDBq/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0QHYSsBSwZZiNZC7fC0E/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0ULp6wY5wMaInxM2sukG/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0Y5npctV8a2Oja6M79qE/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0ZFeRg4zFgiT2ziXUk6m/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0d0lXgS05N76258RzvKx/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0hZVRcoyDPdRkRIKkGbq/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0kEuWBZQG8JES4mFVWPB/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0lsHDQWEefmGKvas5pNy/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0m9ZLIlXpC58UHiA9Osh/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
spaghetti	https://source.roboflow.com/SKQ9kgqvaKOCFYDQSa1HvfibZhd2/0nlprZRlL1IQbsHYVBIe/original.jpg	CC BY 4.0	3D Printer Failure	All_Anomalies	https://universe.roboflow.com/3d-printer-failure/all_anomalies-rfe61
